name,address,phone,email,lat,lng,url,rating_count,star_count,country,state,w,zip,facebook_link,instagram_link,twitter_link,whatsapp_link,tiktok_link,linkedin_link,youtube_link,primary_category_name,category_name,detailed_state,detailed_district
Anakoderu Rice Mill,"FFXX+2W6, Anakoderu, Andhra Pradesh 534208, India",,,16.497545,81.4997684,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri Lakshmi Rice Mill,"JCRM+QFJ, Pedakapavaram, Andhra Pradesh 534235, India",,,16.6419509,81.433635,,0.0,0.0,India,Andhra Pradesh,,534235,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Satyanarayana Rice mill,"GG7W+FQQ, Taderu, Andhra Pradesh 534243, India",,,16.5137202,81.546991,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
SRINIVASA RICE MILL,"H9GF+579, Kalavapudi Ganapavaram Rd, Akividu, Andhra Pradesh 534235, India",,,16.57541,81.3732387,,1.0,5.0,India,Andhra Pradesh,,534235,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Dayanidi rice mill.,"GJQH+GP7, Veeravasaram, Andhra Pradesh 534247, India",,,16.5387894,81.6293026,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
SESHA RATNA RICE MILL,"Penumadam Rd, Palakollu, Andhra Pradesh 534260, India",,,16.5226325,81.7388163,,0.0,0.0,India,Andhra Pradesh,Elamanchili,534260,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Ganesh ricemill,"CJ96+3CW, Mogaltur Kotaa Rd, Mogalturu, Andhra Pradesh 534281, India",,,16.4177296,81.6110819,,1.0,5.0,India,Andhra Pradesh,,534281,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
SRI MANIKYA RICEMILL,"FC7V+738, Mekaladibba, Andhra Pradesh 534239, India",,,16.463164,81.4426984,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri Laxmi Balaji Agrow Industries Kalla,"G9QX+CFW, Back side govt hospital,canal road, Kalla, Andhra Pradesh 534237, India",,,16.5386115,81.398709,,0.0,0.0,India,Andhra Pradesh,,534237,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
SRI MANIKYAM RICE MILL,"MCCV+33C, Krovvidi, Andhra Pradesh 534235, India",,,16.6701908,81.4426438,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Ramakrishna Ricemill,"HM87+C5V, Rayakuduru, Andhra Pradesh 534247, India",,,16.5661188,81.6629193,,0.0,0.0,India,Andhra Pradesh,,534247,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Rice Mill,"CJFX+2G7, Seetharamapuram, Andhra Pradesh 534275, India",,,16.4225345,81.6488064,,0.0,0.0,India,Andhra Pradesh,Narasapur,534275,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri Raghava Rice Mill,"9JFJ+CVW, Kummarapurugupalem, Andhra Pradesh 534280, India",,,16.3736226,81.6321918,,0.0,0.0,India,Andhra Pradesh,Narasapur,534280,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Dharmarao Gari Rice Mill,"MHVV+J26, Uradallapalem, Andhra Pradesh 534134, India",,,16.6940482,81.5925025,,1.0,4.0,India,Andhra Pradesh,Attili,534134,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Vtmr Modern Rice Mill,"JPF7+JQ6, alamuru, Andhra Pradesh 534126, India",,,16.6240261,81.7143854,,1.0,4.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri suurya teja modern rice mill,"Bus Stop, Bhaggeswaram, PP Rd, Chintaparru, Andhra Pradesh 534250, India",,,16.5220278,81.6942112,,1.0,5.0,India,Andhra Pradesh,,534250,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Srinivasa rice mill,"CH2F+VP8, Mutyalapalli, Andhra Pradesh 534281, India",,,16.4021711,81.5743306,,1.0,5.0,India,Andhra Pradesh,,534281,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Old Rice Mill,"CRFW+66C, Lakkavaram, Andhra Pradesh 533244, India",,,16.4230635,81.8455307,,0.0,0.0,India,Andhra Pradesh,,533244,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema
Sri Sai Siva Rice Mill,"Railway gate, Near, Chivatam Rd, opposite of Ice cream factory, Tanuku, Andhra Pradesh 534216, India",,,16.7742925,81.6688612,,0.0,0.0,India,Andhra Pradesh,Tanuku,534216,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Sri Gowri Shankara Raw & Boiled Rice Mill,"JP9Q+XP2, Maruteru, Andhra Pradesh 534122, India",,,16.6198844,81.7392559,,0.0,0.0,India,Andhra Pradesh,,534122,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri Uma Maheswara Rice Mill,"WMHJ+QVM, Daravaram, Andhra Pradesh 534301, India",,,16.9294555,81.682165,,0.0,0.0,India,Andhra Pradesh,Nidadavole,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Timmayya Raju Rice Mill,"J84V+5PW, Unnamed Road, Kottada, Andhra Pradesh, India",,,16.6054803,81.3443271,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Laxmi Hari Priya Traders,"CJ54+JMF, Mogalturu, Andhra Pradesh 534281, India",,,16.4090553,81.6066814,,2.0,4.0,India,Andhra Pradesh,Narasapur,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Venkateswara rice mill,"9JQ9+WXC, Unnamed Road, Lingana Boinacherla, Andhra Pradesh 534280, India",,,16.3898169,81.6198897,,1.0,1.0,India,Andhra Pradesh,Narasapur,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
"Sita Rama Ricemill,","XM29+3C5, Singanamuppavaram, Andhra Pradesh 534301, India",,,16.9501342,81.6686028,,1.0,5.0,India,Andhra Pradesh,,534301,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Sri Saiteja Rice Mill,"Bus Stop, Mattaparru, Canal Rd, Andhra Pradesh 534265, India",,,16.5569018,81.7278646,,1.0,5.0,India,Andhra Pradesh,,534265,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Raise Mill,"MPGR+MJR, Ayithampudi, Andhra Pradesh 534320, India",,,16.6767389,81.7415022,,0.0,0.0,India,Andhra Pradesh,Penugonda,534320,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri Sai Baba Rice Mill,"G6PW+Q7Q, Rachapatnam, Andhra Pradesh 521333, India",,,16.5369663,81.2457362,,0.0,0.0,India,Andhra Pradesh,,521333,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
SUVARNA RICE MILL,"Rice mill, Eluru Gundugolanu Kovvur Rd, Kothagudem, Andhra Pradesh 534427, India",,,16.7967707,81.2214662,,1.0,2.0,India,Andhra Pradesh,,534427,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Lakshmi Ganapathi rice and floor mill,"97F9+9FG, Janakiramapuram, Andhra Pradesh 534243, India",,,16.3734499,81.2686945,,0.0,0.0,India,Andhra Pradesh,,534243,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Sri Venkatrama Rice Mill,"VJ37+Q7W, Jagannadhapuram Road, Jagannadhapuram, Andhra Pradesh 534145, India",,,16.8544996,81.6132161,,2.0,5.0,India,Andhra Pradesh,,534145,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Vijayalakshmi Rice Mill,"G77J+V8R, Venkatapuram, Andhra Pradesh 521344, India",,,16.5147455,81.280755,,1.0,5.0,India,Andhra Pradesh,,521344,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Pullaya Rice Mill,"HQP4+PGW Velagalamma Cheruvu, Kacheri Savidi, Poduru, Andhra Pradesh 534327, India",,,16.586872,81.7563268,,1.0,5.0,India,Andhra Pradesh,,534327,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Bhavani Rice Mill,"PR3F+Q54, Gopalapuram, Andhra Pradesh 533274, India",,,16.7043752,81.8229671,,1.0,5.0,India,Andhra Pradesh,,533274,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema
Sreemohana Rice & Agro Products,"PM9H+W26, Velpuru, Andhra Pradesh 534222, India",,,16.7197755,81.677501,,0.0,0.0,India,Andhra Pradesh,Tanuku,534222,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Bhaskara Rice Mill,"C8VP+563 Rajulapeta, Poulpeta, Kalidindi, Tadikonda, Andhra Pradesh 521344, India",,,16.4428997,81.3355379,,0.0,0.0,India,Andhra Pradesh,,521344,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
శ్రీ వెంకట సుబ్రహ్మణ్యం ఇండస్ట్రీస్,"MP8W+W62, Pekeru - Penugonda Rd, Penugonda, Cherukuwada, Andhra Pradesh 534320, India",+91 88192 49335,,16.667256,81.7455191,,0.0,0.0,India,Andhra Pradesh,Penugonda,534320,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri Ravi Rice Mill,"FQHH+WRG, Elamanchili, Andhra Pradesh 534268, India",,,16.4798032,81.7795708,,0.0,0.0,India,Andhra Pradesh,Elamanchili,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
"Rice Mill, Jittiga","MM66+99C, Juttiga, Andhra Pradesh 534124, India",,,16.6609338,81.6608829,,0.0,0.0,India,Andhra Pradesh,,534124,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Bhimavaram Rice Mill,"V5XH+428, Bhimavaram, Andhra Pradesh 521178, India",,,16.89779,80.1775705,,0.0,0.0,India,Andhra Pradesh,Jaggayyapeta,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,NTR
Sri subramaneshwara Binny rice mill and groundnut decordicator,"Madanapalle - Ramasamudram Rd, N.S pet, Punganur, Penchupadu, Andhra Pradesh 517247, India",,,13.474405,78.4538128,,0.0,0.0,India,Andhra Pradesh,Madanapalle,517247,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Annamayya
Sri Sai Venkata Naga Lakshmi Rice Mill. #Mahesh Vandanapu,"245J+57W, Jeelakarragudem, Andhra Pradesh 534449, India",,,17.007984,81.1307092,,3.0,5.0,India,Andhra Pradesh,,534449,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sree Sai Venkateswara Rice Mill,"Pushkar Ghat Road, near Gopala Swami Temple, Tallapudi, Andhra Pradesh 534341, India",,,17.124143,81.6651318,,2.0,5.0,India,Andhra Pradesh,,534341,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Sri Venkataramana Rice Mill,"P3JP+589, Dondapudi, Eluru, Andhra Pradesh 534003, India",,,16.7304076,81.0858654,,2.0,4.0,India,Andhra Pradesh,Ellore,534003,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Raja modern rice mill,"Railway road, Denduluru, Andhra Pradesh 534432, India",,,16.7689602,81.1663283,https://raja-modern-rice-mill.business.site/,4.0,5.0,India,Andhra Pradesh,,534432,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice Mill,"48F3+3H6, Jangareddigudem, Andhra Pradesh 534447, India",,,17.1226683,81.3038915,,0.0,0.0,India,Andhra Pradesh,,534447,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri venkateswara rice mill,"Kalavapalli, road, Unakaramilli, Andhra Pradesh 534302, India",+91 99890 08796,,16.9323326,81.6249646,https://website-8468863350429295219189-ricemill.business.site/?utm_source=gmb&utm_medium=referral,0.0,0.0,India,Andhra Pradesh,Nidadavole,534302,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Devi samba siva rice mill,"33-1, Jalipudi, Eluru, Andhra Pradesh 534004, India",,,16.6854789,81.1336165,,0.0,0.0,India,Andhra Pradesh,Ellore,534004,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Lakshmi Padmanabha Rice Mill,"Unnamed Road, Bayyavaram, Andhra Pradesh 534341, India",,,17.1477352,81.6139137,,5.0,5.0,India,Andhra Pradesh,,534341,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
SUVEERA TRADERS (SUVEERA RICE MILL),"SH 181, Manchem Appa Rao Nagar, Palagudem, Andhra Pradesh 534005, India",,,16.72369,81.1353229,https://suveera-traders-suveera-rice-mill.business.site/?utm_source=gmb&utm_medium=referral,0.0,0.0,India,Andhra Pradesh,Ellore,534005,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
SRI SHIRIDI SAIRAMA TRADERS,"Kalavalapalli - Unagatala Road, Unagatala, Kalavalapalli, Andhra Pradesh 534342, India",,,16.9547509,81.6414636,,0.0,0.0,India,Andhra Pradesh,,534342,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Rice Mill,"VHJ8+3JP, Modugagunta, Andhra Pradesh 534145, India",,,16.8802202,81.5665736,,1.0,1.0,India,Andhra Pradesh,,534145,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri Sai Balaji,"Sri sai balaji rice mill, main road, Nimmalagudem, Jangareddigudem, Andhra Pradesh 534451, India",,,17.0294963,81.2985923,,0.0,0.0,India,Andhra Pradesh,,534451,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Srinivasa trading company,"G6W8+35F, Kaikaluru - Kalidindi Rd, Kaikaluru, Gopavaram, Andhra Pradesh 521333, India",+91 86772 23554,,16.5451878,81.215416,,0.0,0.0,India,Andhra Pradesh,,521333,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
V.V.R AGRO INDUSTRY,"VH63+J7G, MDR153, Kunchanapalle, Andhra Pradesh 534146, India",,,16.8615553,81.5532042,,6.0,5.0,India,Andhra Pradesh,,534146,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Mandam Raja Krishnarao Rice Mill,"433R+H62, Jangareddygudem, Road, T.Narasapuram, India",,,17.103897,81.0905113,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Vara Lakshmi Rice Mill,"4G4P+FGR, Dondapudi - Koyyalagudem Rd, Gopalapuram, Andhra Pradesh 534316, India",,,17.1062449,81.5362618,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Varalakshmi Rice Mill,"WJFP+RF9, Surapuram, Andhra Pradesh 534301, India",,,16.9245333,81.6362484,,0.0,0.0,India,Andhra Pradesh,Nidadavole,534301,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Ganapathi Rice Mill,"XM6R+FC7, Chagallu Railway St road, Andhra Pradesh 534342, India",,,16.9611689,81.6910315,,0.0,0.0,India,Andhra Pradesh,,534342,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Srinivasa rice mill,"536W+RWM, Makkinavarigudem, Andhra Pradesh 534456, India",,,17.1620924,81.097287,,4.0,4.8,India,Andhra Pradesh,,534456,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Krishna Rice Mill,"433R+H63, Guravaigudem, Andhra Pradesh 534467, India",,,17.1038905,81.0905514,,1.0,4.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice mill,"2268+3F2, Main road infront of Andhra Bank, Pragadavaram, Andhra Pradesh 534461, India",,,17.0101253,81.0161327,,0.0,0.0,India,Andhra Pradesh,,534461,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Subramanyaswara Rice mill,"697F+8JV, K.Bothappagudem,Nuthi Ramanna plem, post, Butteyagudem, Andhra Pradesh, India",,,17.213374,81.374049,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice Mill,"WG4H+248, Neeladripuram, Jaggannapeta, Andhra Pradesh 534101, India",,,16.9050496,81.5278164,,0.0,0.0,India,Andhra Pradesh,,534101,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Alivelu Agro Products,"WJFP+938, Katakoteswaram, Andhra Pradesh 534301, India",,,16.9234112,81.635204,,4.0,5.0,India,Andhra Pradesh,Nidadavole,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Rice Mill-3,"XJ4V+3V3, Kalavalapalli, Andhra Pradesh 534301, India",,,16.955141,81.6446723,,0.0,0.0,India,Andhra Pradesh,,534301,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Sri seetha ramanjaneya rice mill,"Main Rd, Tallapudi, Andhra Pradesh 534341, India",,,17.1217151,81.6659561,,0.0,0.0,India,Andhra Pradesh,,534341,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Rice mill,"697F+CMX, NH 365BB, Bottappa Gudem, Andhra Pradesh 534311, India",,,17.21362,81.3742475,,0.0,0.0,India,Andhra Pradesh,,534311,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Venkataramakrishna Rice Mill,"42Q6+XM9, Yerraguntapalli, Andhra Pradesh 534460, India",,,17.1399007,81.0117295,,0.0,0.0,India,Andhra Pradesh,,534460,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Lakshmi Ganapathi Modern Rice Mill,"RJJ5+6M3, Navabpalem Road, Jagannadhapuram, Andhra Pradesh 534145, India",,,16.8305068,81.6091748,,0.0,0.0,India,Andhra Pradesh,Tanuku,534145,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri Vijaya Krushnaa Rice Mill,"VPQ4+R6Q, Nidadavole, Andhra Pradesh 534302, India",,,16.8895844,81.7055995,,0.0,0.0,India,Andhra Pradesh,Nidadavole,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
SRI KANAKA DURGA RICE MILL,"J5C2+R55, Eluru Kaikaluru Rd, MADEPALLI, Eluru, Sreeparru, Andhra Pradesh 534004, India",,,16.6220072,81.1504724,https://sri-kanaka-durga-rice-mill.business.site/?utm_source=gmb&utm_medium=referral,0.0,0.0,India,Andhra Pradesh,Ellore,534004,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri vasantham rice mill,"M3HH+C49, Eluru Perikeedu Rd, Andhra Pradesh 534002, India",,,16.6785481,81.0778607,,0.0,0.0,India,Andhra Pradesh,,534002,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Satish Rice Mill,"3-92, Sankarapuram, Andhra Pradesh 534301, India",,,16.9080856,81.6463764,,1.0,5.0,India,Andhra Pradesh,Nidadavole,534301,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Sri Sai Ram rice mill,"Q546+J93, Denduluru, Andhra Pradesh 534432, India",,,16.7572875,81.1608865,,0.0,0.0,India,Andhra Pradesh,,534432,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Ricemill Korumilli,"PHXV+RG7, Korumilli, B.Kondepadu, Andhra Pradesh 534156, India",,,16.7495349,81.5937866,,0.0,0.0,India,Andhra Pradesh,Attili,534156,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
శ్రీ రామ కృష్ణ రైస్ మిల్,"XJ5V+W6, Kalavalapalli, Unagatala, Andhra Pradesh 534342, India",,,16.95976,81.6430667,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
RICE MILL,"W2RQ+GFJ, Narasannapalem, Singagudem, Andhra Pradesh 534462, India",,,16.9413457,81.0386277,,0.0,0.0,India,Andhra Pradesh,,534462,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Rice Mill,"Q5FF+CF, Denduluru, Andhra Pradesh 534450, India",,,16.7735622,81.1736337,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Gudipadu Rice Mill,"VXM8+J6M, Gudipadu, Andhra Pradesh 521213, India",,,16.8840926,80.9655318,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Annapurna Rice Mill,"XM57+R53, Unagatala, Andhra Pradesh 534342, India",,,16.9595227,81.6629129,,0.0,0.0,India,Andhra Pradesh,,534342,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Kalakota Narashima Rao,"Main road, Pragadavaram, Andhra Pradesh 534461, India",,,17.0101253,81.0161327,,1.0,4.0,India,Andhra Pradesh,,534461,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Gopalakrishna rice mill,"GopalKrishna Rice Mill, 3, Yernagudem Ponguturu Rd, Chinnayagudem, Andhra Pradesh 534111, India",,,17.0433814,81.4825195,,1.0,4.0,India,Andhra Pradesh,,534111,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
GMR Industries Pvt Limited,"Devi Sri Rice Traders, St. Marrys conent Road, near Durga Temple, Prathipadu, Andhra Pradesh 534146, India",,,16.8100554,81.568709,,0.0,0.0,India,Andhra Pradesh,,534146,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
SRI LAKSHMI RICE MILL,"R2V3+XHH, Rama Chandra Puram, Andhra Pradesh 534475, India",,,16.8449448,81.0039719,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Vijaya Bharathi Ricemill,"Main road, Ankalampadu, Andhra Pradesh 534449, India",,,16.9864486,81.1598065,,3.0,3.7,India,Andhra Pradesh,,534449,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
SURYA TEJA AGROS,"WMHP+9Q5, Daravaram, Andhra Pradesh 534301, India",,,16.9283847,81.6869729,,0.0,0.0,India,Andhra Pradesh,Nidadavole,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Govindarao avala venkata,"Q427+XQF, SH 26, Kottapalli, Somavarappadu, Andhra Pradesh 534450, India",,,16.7524289,81.1144372,,0.0,0.0,India,Andhra Pradesh,,534450,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Teja Agro,"WMHP+HQP, Daravaram, Andhra Pradesh 534301, India",,,16.9289664,81.6869466,,0.0,0.0,India,Andhra Pradesh,Nidadavole,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Shyam Sai Modern Rice mill,"H778+V2M, Vadarlapadu, Andhra Pradesh 521333, India",,,16.5647061,81.2650387,,1.0,5.0,India,Andhra Pradesh,,521333,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Raice Mill,"235V+V6M, Tedlam, Andhra Pradesh 534461, India",,,17.0097069,81.0930403,,1.0,3.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Rama Rice Mill,"Markondapadu, Andhra Pradesh 534301, India",,,16.9514625,81.692185,,0.0,0.0,India,Andhra Pradesh,,534301,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Rice mill,"M4PM+654, Madepalle, Andhra Pradesh 534004, India",,,16.6855052,81.1329633,,0.0,0.0,India,Andhra Pradesh,Ellore,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Muttaiah Gari Rice Mill,"W3P6+C4F, Mulagalampadu, Andhra Pradesh 534462, India",,,16.9360696,81.0602992,,0.0,0.0,India,Andhra Pradesh,,534462,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Samba Siva Rice Mill,"VXF5+884, Gudipadu, Andhra Pradesh 521213, India",,,16.8732724,80.9583127,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Surya Agro Industries,"XM4W+F8X, Markondapadu Road, Nidadavole, Andhra Pradesh 534301, India",,,16.9562429,81.6958526,,0.0,0.0,India,Andhra Pradesh,,534301,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Old Rice mill,"W72F+RHJ, Unnamed Road, Tirumalam Palem, Andhra Pradesh 534426, India",,,16.9020826,81.273899,,0.0,0.0,India,Andhra Pradesh,,534426,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Shri Vijayalakshmi Traders,"Q578+P2Q, Denduluru, Andhra Pradesh 534450, India",,,16.7643483,81.1650704,,0.0,0.0,India,Andhra Pradesh,,534450,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Lakshmi Durga Traders,"M4FG+V2H, Madepalle, Andhra Pradesh 534004, India",,,16.6746821,81.1250979,,0.0,0.0,India,Andhra Pradesh,Ellore,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Pulla Rice Mill,"R858+759, NH16, Pulla, Andhra Pradesh 534401, India",,,16.8083412,81.3166417,,0.0,0.0,India,Andhra Pradesh,,534401,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Venkata Lakshmi Traders,"road, near Kanaka Durgamma temple, Pothunuru, Andhra Pradesh 534442, India",,,16.7413424,81.2127183,,0.0,0.0,India,Andhra Pradesh,,534442,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Sai Siva Traders,"P4FP+9H3, Palagudem, Komadavole Rural, Andhra Pradesh 534005, India",,,16.7233849,81.1364254,,0.0,0.0,India,Andhra Pradesh,Ellore,534005,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Sri Venkateswara rice mill,"4PW5+V38, Muggala roda kapavaram, village, Korukonda, India",,,17.1471663,81.7077098,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,East Godavari
Pentapadu muthyalama temple,"QG7J+4J9, Mudunuru, Andhra Pradesh 534196, India",,,16.7627843,81.5316053,,0.0,0.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,West Godavari
Sri maruthi agro industries,"Q5WF+W6M, MDR111, Jogannapalem, Gudigunta, Andhra Pradesh 534475, India",,,16.7973475,81.1730379,,0.0,0.0,India,Andhra Pradesh,,534475,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Eluru district
Chinthavari Rice Mill,"G38H+6GC, polukonda post, Mandal, dt, Nandivada, Andhra Pradesh, India",,,16.515571,81.0787639,,1.0,1.0,India,Andhra Pradesh,,,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
Lakshmi Narasimha parboiled rice mill,"Dachepalli Mandal, Nadikudi, Andhra Pradesh 522414, India",,,16.5953073,79.7204761,,0.0,0.0,India,Andhra Pradesh,,522414,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Palnadu
Sai krishna Rice mill,"Nuzivedu, Road, Epuru, Hanuman Junction, Andhra Pradesh 521105, India",,,16.6416059,80.9694465,,2.0,3.5,India,Andhra Pradesh,,521105,,,,,,,,Rice mills,Rice mills,Andhra Pradesh,Krishna
